TIME,FLUX,FLUX_ERR
2.443609022556391,0.9466816582786284,0.006
2.481203007518797,0.9442862765772596,0.006
2.518796992481203,0.9332091255383712,0.006
2.556390977443609,0.9481584943698028,0.006
2.5939849624060147,0.9487410085385904,0.006
2.631578947368421,0.9469451967544162,0.006
2.669172932330827,0.9588454410802133,0.006
2.706766917293233,0.9556047606542153,0.006
2.744360902255639,0.959740350112649,0.006
2.781954887218045,0.972288326121997,0.006
2.819548872180451,0.9867206433693319,0.006
2.8571428571428568,0.9864433694288249,0.006
2.894736842105263,0.9957432779240324,0.006
2.932330827067669,1.0020367516251223,0.006
2.969924812030075,1.0178360699237319,0.006
3.007518796992481,1.0282157063410444,0.006
3.045112781954887,1.0290968966805951,0.006
3.082706766917293,1.0307603695946728,0.006
3.1203007518796992,1.0467575639333682,0.006
3.1578947368421053,1.0554954956646674,0.006
3.195488721804511,1.0677333531389352,0.006
3.233082706766917,1.0642254923203867,0.006
3.270676691729323,1.0743204179625332,0.006
3.308270676691729,1.055934732666428,0.006
3.345864661654135,1.0589521873257233,0.006
3.3834586466165413,1.05130384413872,0.006
3.4210526315789473,1.0613978575141003,0.006
3.458646616541353,1.043236781713264,0.006
3.496240601503759,1.0176713589239557,0.006
3.533834586466165,1.0193872351545976,0.006
3.571428571428571,1.0048006719589797,0.006
3.6090225563909772,1.011995779659035,0.006
3.6466165413533833,0.9895390484597462,0.006
3.6842105263157894,0.9873295933011036,0.006
3.7218045112781954,0.9746616643819769,0.006
3.7593984962406015,0.9646140571601584,0.006
3.796992481203007,0.9535463382291948,0.006
3.834586466165413,0.9497641449351895,0.006
3.8721804511278193,0.9476489857627304,0.006
3.9097744360902253,0.9414140709988335,0.006
3.9473684210526314,0.9439815723704281,0.006
3.9849624060150375,0.9295846642480795,0.006
4.022556390977443,0.931958276961004,0.006
4.060150375939849,0.9474901761268495,0.006
4.097744360902255,0.9405389206417424,0.006
4.135338345864661,0.9425415639560796,0.006
4.172932330827067,0.9600698116159713,0.006
4.2105263157894735,0.9648215306649991,0.006
4.2481203007518795,0.9794714006724871,0.006
4.285714285714286,0.9677442134394698,0.006
4.323308270676692,0.9826408715073633,0.006
4.360902255639098,1.0059451247770006,0.006
4.398496240601504,1.0157414413284425,0.006
4.43609022556391,1.0265159632201388,0.006
4.473684210526316,1.0343035980348778,0.006
4.511278195488721,1.0389694765312265,0.006
4.548872180451127,1.0419242686728778,0.006
4.586466165413533,1.0400306796906904,0.006
4.624060150375939,1.0672739226262906,0.006
4.661654135338345,1.052700349182335,0.006
4.6992481203007515,1.066932513274705,0.006
4.7368421052631575,1.0560100794492504,0.006
4.774436090225564,1.0564150213278014,0.006
4.81203007518797,1.0495856888137396,0.006
4.849624060150376,1.0501100744747607,0.006
4.887218045112782,1.0465466559862218,0.006
4.924812030075188,1.0260003431412668,0.006
4.962406015037594,1.031150908063363,0.006
5.0,1.0290419801799875,0.006
5.037593984962406,1.0127865738343838,0.006
5.075187969924812,1.0047696537202802,0.006
5.112781954887218,0.9891561066548692,0.006
5.150375939849623,0.9776043552163157,0.006
5.1879699248120295,0.9732588879041261,0.006
5.2255639097744355,0.9570283035020849,0.006
5.263157894736842,0.9546634516980665,0.006
5.300751879699248,0.9401499042303971,0.006
5.338345864661654,0.9385808826580536,0.006
5.37593984962406,0.9491738836555453,0.006
5.413533834586466,0.9254383164827462,0.006
5.451127819548872,0.944578669525132,0.006
5.488721804511278,0.953535537092153,0.006
5.526315789473684,0.9458772363931696,0.006
5.56390977443609,0.9430159614937333,0.006
5.601503759398496,0.9582135326247824,0.006
5.639097744360902,0.952832930819752,0.006
5.676691729323308,0.9646224186507592,0.006
5.7142857142857135,0.9702337373807155,0.006
5.75187969924812,0.9796240200523573,0.006
5.789473684210526,1.0025410268285453,0.006
5.827067669172932,1.0059237086316626,0.006
5.864661654135338,1.020302957452304,0.006
5.902255639097744,1.0271021459979466,0.006
5.93984962406015,1.0249590257743502,0.006
5.977443609022556,1.0399753665642735,0.006
6.015037593984962,1.042444839030162,0.006
6.052631578947368,1.0504591808205586,0.006
6.090225563909774,1.0565637092489615,0.006
6.12781954887218,1.0574930106993305,0.006
6.165413533834586,1.0612404405120919,0.006
6.203007518796992,1.0598449227732505,0.006
6.2406015037593985,1.0505799624415837,0.006
6.2781954887218046,1.0532526627729502,0.006
6.315789473684211,1.0576692286630125,0.006
6.353383458646616,1.0373431665865245,0.006
6.390977443609022,1.0241370158919407,0.006
6.428571428571428,1.0228493267127226,0.006
6.466165413533834,1.0198958113907952,0.006
6.50375939849624,1.0094146812677096,0.006
6.541353383458646,0.9979801202562676,0.006
6.578947368421052,0.995601393664025,0.006
6.616541353383458,0.9855140317482461,0.006
6.654135338345864,0.9749389194546891,0.006
6.69172932330827,0.9587085263994557,0.006
6.7293233082706765,0.9704184855889649,0.006
6.7669172932330826,0.9439968021233476,0.006
6.804511278195489,0.9491989958042206,0.006
6.842105263157895,0.9372284430526561,0.006
6.879699248120301,0.9446311158163586,0.006
6.917293233082706,0.9439918555248227,0.006
6.954887218045112,0.9405698022375838,0.006
6.992481203007518,0.9336157733854007,0.006
7.030075187969924,0.9641485851845837,0.006
7.06766917293233,0.967032223223055,0.006
7.105263157894736,0.9737234261585361,0.006
7.142857142857142,0.9644009279720418,0.006
7.180451127819548,0.9881517807757983,0.006
7.2180451127819545,0.9908403007154133,0.006
7.2556390977443606,0.9989565393013979,0.006
7.293233082706767,1.006218555847933,0.006
7.330827067669173,1.0293169041567145,0.006
7.368421052631579,1.0313901791871922,0.006
7.406015037593985,1.0376472487263366,0.006
7.443609022556391,1.046857260974757,0.006
7.481203007518797,1.0517383158711249,0.006
7.518796992481203,1.0611593618312403,0.006
7.556390977443608,1.045756070104411,0.006
7.593984962406014,1.0573879569743048,0.006
7.63157894736842,1.05144189723577,0.006
7.669172932330826,1.0596876036923601,0.006
7.7067669172932325,1.045647126411238,0.006
7.744360902255639,1.0430826241253515,0.006
7.781954887218045,1.0464489617365857,0.006
7.819548872180451,1.0356669253250836,0.006
7.857142857142857,1.03146382423311,0.006
7.894736842105263,1.0132398723080092,0.006
7.932330827067669,1.0095962902659958,0.006
7.969924812030075,1.001013926162684,0.006
8.00751879699248,0.983359459088093,0.006
8.045112781954886,0.9778644148036193,0.006
8.082706766917292,0.9740595090864932,0.006
8.120300751879698,0.962465939340851,0.006
8.157894736842104,0.952187456157238,0.006
8.19548872180451,0.9524004736995417,0.006
8.233082706766917,0.9429960932054064,0.006
8.270676691729323,0.9442154614947863,0.006
8.308270676691729,0.9437822615846233,0.006
8.345864661654135,0.9436366379356332,0.006
8.38345864661654,0.9419409098496141,0.006
8.421052631578947,0.9427933935706139,0.006
8.458646616541353,0.9478237767620296,0.006
8.496240601503759,0.9615626439387287,0.006
8.533834586466165,0.956260237225455,0.006
8.571428571428571,0.9764538143429419,0.006
8.609022556390977,0.9739191056365253,0.006
8.646616541353383,0.9891277668428369,0.006
8.68421052631579,0.9970874914953743,0.006
8.721804511278195,1.009739925879284,0.006
8.759398496240602,0.9984008595604269,0.006
8.796992481203008,1.0278542855471793,0.006
8.834586466165414,1.031970768932969,0.006
8.87218045112782,1.0444991634426444,0.006
8.909774436090226,1.04908228601467,0.006
8.947368421052632,1.0582422170364765,0.006
8.984962406015038,1.0507386328159847,0.006
9.022556390977442,1.048173020152937,0.006
9.060150375939848,1.0502884841488398,0.006
9.097744360902254,1.0562766980641687,0.006
9.13533834586466,1.0521807830538494,0.006
9.172932330827066,1.056332832235833,0.006
9.210526315789473,1.0554387285246198,0.006
9.248120300751879,1.0459489483723934,0.006
9.285714285714285,1.0304797172826046,0.006
9.32330827067669,1.024993397124239,0.006
9.360902255639097,1.020003532653636,0.006
9.398496240601503,1.0150293897343143,0.006
9.436090225563909,1.0035151798568938,0.006
9.473684210526315,0.9938459259187226,0.006
9.511278195488721,0.9805120244769419,0.006
9.548872180451127,0.9760542259078444,0.006
9.586466165413533,0.9661704615807601,0.006
9.62406015037594,0.945110297953448,0.006
9.661654135338345,0.9505930799453177,0.006
9.699248120300751,0.9392260590460894,0.006
9.736842105263158,0.9363178829527626,0.006
9.774436090225564,0.9410286993920624,0.006
9.81203007518797,0.9403017745284218,0.006
9.849624060150376,0.9407773299411054,0.006
9.887218045112782,0.9378393879848984,0.006
9.924812030075188,0.9493365164061026,0.006
9.962406015037594,0.9492906763611192,0.006
10.0,0.965551269317814,0.006
10.037593984962406,0.9717240228640875,0.006
10.075187969924812,0.9846444036632602,0.006
10.112781954887218,0.9844074413775459,0.006
10.150375939849624,1.00719653859257,0.006
10.18796992481203,1.0110512808788046,0.006
10.225563909774436,1.039598127119929,0.006
10.26315789473684,1.0231122106283368,0.006
10.300751879699247,1.0462978387887143,0.006
10.338345864661653,1.039110651369383,0.006
10.375939849624059,1.0560246794360262,0.006
10.413533834586465,1.057588188182583,0.006
10.451127819548871,1.0489210107439915,0.006
10.488721804511277,1.05798478456188,0.006
10.526315789473683,1.0656006531714146,0.006
10.56390977443609,1.0572642418395548,0.006
10.601503759398495,1.0615535653685995,0.006
10.639097744360901,1.0545849361267539,0.006
10.676691729323307,1.0520276483378646,0.006
10.714285714285714,1.0416012659330598,0.006
10.75187969924812,1.024903635456337,0.006
10.789473684210526,1.0221549496456135,0.006
10.827067669172932,1.0134980652190897,0.006
10.864661654135338,1.002729385877976,0.006
10.902255639097744,0.9885016767279244,0.006
10.93984962406015,0.9819251911217934,0.006
10.977443609022556,0.9777650296137136,0.006
11.015037593984962,0.9660569653069585,0.006
11.052631578947368,0.9440569376810152,0.006
11.090225563909774,0.9595926172907587,0.006
11.12781954887218,0.9439713652499865,0.006
11.165413533834586,0.9331127826604368,0.006
11.203007518796992,0.9406740679444796,0.006
11.240601503759398,0.9363120017703838,0.006
11.278195488721805,0.9355863453385003,0.006
11.31578947368421,0.9444705561638417,0.006
11.353383458646617,0.9557616522576388,0.006
11.390977443609023,0.9555752407406255,0.006
11.428571428571427,0.9512305349077466,0.006
11.466165413533833,0.9655380406247419,0.006
11.50375939849624,0.9731345002034058,0.006
11.541353383458645,0.9880777146382277,0.006
11.578947368421051,0.9829960701838452,0.006
11.616541353383457,1.00782065988722,0.006
11.654135338345863,1.008394155820309,0.006
11.69172932330827,1.019806792460753,0.006
11.729323308270676,1.0373992434840278,0.006
11.766917293233082,1.041735817848741,0.006
11.804511278195488,1.0497322245020377,0.006
11.842105263157894,1.0578425070370092,0.006
11.8796992481203,1.0545120600859106,0.006
11.917293233082706,1.052885232586494,0.006
11.954887218045112,1.0615280191584875,0.006
11.992481203007518,1.0644577822896562,0.006
12.030075187969924,1.0578427673762933,0.006
12.06766917293233,1.0618169113828742,0.006
12.105263157894736,1.0469278007248088,0.006
12.142857142857142,1.0413493575781654,0.006
12.180451127819548,1.0283314227061502,0.006
12.218045112781954,1.0211512464508323,0.006
12.25563909774436,1.0190467250536124,0.006
12.293233082706767,1.0005608698252404,0.006
12.330827067669173,0.9981353487214681,0.006
12.368421052631579,0.9885421028917617,0.006
12.406015037593985,0.9828739781749571,0.006
12.443609022556391,0.9762640702062088,0.006
12.481203007518797,0.9654066595817431,0.006
12.518796992481203,0.9683282096109133,0.006
12.556390977443609,0.9501245560327498,0.006
12.593984962406015,0.9552910989958624,0.006
12.631578947368421,0.9272995302445965,0.006
12.669172932330826,0.9423179806443273,0.006
12.706766917293232,0.9379050612694103,0.006
12.744360902255638,0.9438772030402864,0.006
12.781954887218044,0.9469126931809666,0.006
12.81954887218045,0.9545693622081612,0.006
12.857142857142856,0.9598842411228301,0.006
12.894736842105262,0.9636890449965562,0.006
12.932330827067668,0.9636739790526806,0.006
12.969924812030074,0.9831774015275193,0.006
13.00751879699248,0.9817355782155307,0.006
13.045112781954886,0.9935159436546355,0.006
13.082706766917292,1.0113446881486678,0.006
13.120300751879698,1.019115701986761,0.006
13.157894736842104,1.0211690167489484,0.006
13.19548872180451,1.0275456666321108,0.006
13.233082706766917,1.043486068822182,0.006
13.270676691729323,1.0477308257849725,0.006
13.308270676691729,1.0507031254185892,0.006
13.345864661654135,1.0614433867374222,0.006
13.38345864661654,1.0593441508119716,0.006
13.421052631578947,1.0660768225423871,0.006
13.458646616541353,1.062349543258414,0.006
13.496240601503759,1.0468325642858782,0.006
13.533834586466165,1.0409436120432027,0.006
13.571428571428571,1.0512877582317228,0.006
13.609022556390977,1.046297659996083,0.006
13.646616541353383,1.035255568811108,0.006
13.68421052631579,1.0179481827164465,0.006
13.721804511278195,1.0223392709049486,0.006
13.759398496240602,1.0072594696608037,0.006
13.796992481203008,1.000460234785026,0.006
13.834586466165412,0.9888606842037011,0.006
13.872180451127818,0.9730017466427056,0.006
13.909774436090224,0.9672885354951655,0.006
13.94736842105263,0.9580340991539804,0.006
13.984962406015036,0.9645826689548135,0.006
14.022556390977442,0.9494573850209753,0.006
14.060150375939848,0.9467259527429258,0.006
14.097744360902254,0.9410739580610057,0.006
14.13533834586466,0.9324597841164507,0.006
14.172932330827066,0.9352512297013069,0.006
14.210526315789473,0.9426569002179087,0.006
14.248120300751879,0.935991540922017,0.006
14.285714285714285,0.9483474923703075,0.006
14.32330827067669,0.9598309257006356,0.006
14.360902255639097,0.9646738590995447,0.006
14.398496240601503,0.9767499895689402,0.006
14.436090225563909,0.9880062805591219,0.006
14.473684210526315,0.9860726866394478,0.006
14.511278195488721,1.003535528552291,0.006
14.548872180451127,1.0102059271158466,0.006
14.586466165413533,1.0169405634042805,0.006
14.62406015037594,1.0268733594426682,0.006
14.661654135338345,1.0416645362753927,0.006
14.699248120300751,1.0367714958296543,0.006
14.736842105263158,1.046309894554185,0.006
14.774436090225564,1.0533615376510141,0.006
14.81203007518797,1.0619442373842987,0.006
14.849624060150376,1.0565900036241749,0.006
14.887218045112782,1.054901511621438,0.006
14.924812030075188,1.0554017970974925,0.006
14.962406015037594,1.0629494823070342,0.006
15.0,1.061223723585439,0.006
